batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Mumbai Indians,Delhi Capitals,Mumbai,209,119,3,214,30.0,10.54,0
Mumbai Indians,Delhi Capitals,Mumbai,208,118,2,214,18.0,10.58,0
Mumbai Indians,Delhi Capitals,Mumbai,207,117,1,214,14.0,10.62,0
Mumbai Indians,Delhi Capitals,Mumbai,207,116,0,214,10.5,10.71,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,125,9,182,-0.0,8.74,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,124,8,182,-0.0,8.81,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,123,7,182,-0.0,8.88,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,182,122,6,182,-0.0,8.95,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,181,119,3,182,6.0,9.13,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,118,2,182,21.0,8.9,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,117,1,182,14.0,8.97,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,116,0,182,10.5,9.05,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,125,9,71,-0.0,3.41,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,124,8,71,-0.0,3.44,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,123,7,71,-0.0,3.46,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,122,6,71,-0.0,3.49,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,121,5,71,-0.0,3.52,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,71,119,3,71,0.0,3.58,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,118,2,71,3.0,3.56,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,117,1,71,2.0,3.59,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,70,116,0,71,1.5,3.62,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,125,9,179,-0.0,8.59,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,124,8,179,-0.0,8.66,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,123,7,179,-0.0,8.73,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,122,6,179,-0.0,8.8,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,121,5,179,-0.0,8.88,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,179,119,3,179,0.0,9.03,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,175,118,2,179,12.0,8.9,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,175,117,1,179,8.0,8.97,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,174,116,0,179,7.5,9.0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,125,9,175,-0.0,8.4,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,175,124,8,175,-0.0,8.47,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,165,119,3,175,60.0,8.32,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,164,118,2,175,33.0,8.34,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,163,117,1,175,24.0,8.36,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,163,116,0,175,18.0,8.43,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,161,119,3,170,54.0,8.12,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,160,118,2,170,30.0,8.14,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,159,117,1,170,22.0,8.15,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,155,116,0,170,22.5,8.02,0
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,140,125,9,140,-0.0,6.72,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,140,124,8,140,-0.0,6.77,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,140,123,7,140,-0.0,6.83,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,140,122,6,140,-0.0,6.89,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,140,121,5,140,-0.0,6.94,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,135,119,3,140,30.0,6.81,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,131,118,2,140,27.0,6.66,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,127,117,1,140,26.0,6.51,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,127,116,0,140,19.5,6.57,1
Chennai Super Kings,Punjab Kings,Pune,151,119,3,154,18.0,7.61,1
Chennai Super Kings,Punjab Kings,Pune,151,118,2,154,9.0,7.68,1
Chennai Super Kings,Punjab Kings,Pune,151,117,1,154,6.0,7.74,1
Chennai Super Kings,Punjab Kings,Pune,150,116,0,154,6.0,7.76,1
Mumbai Indians,Delhi Capitals,Delhi,161,119,3,175,84.0,8.12,0
Mumbai Indians,Delhi Capitals,Delhi,161,118,2,175,42.0,8.19,0
Mumbai Indians,Delhi Capitals,Delhi,161,117,1,175,28.0,8.26,0
Mumbai Indians,Delhi Capitals,Delhi,161,116,0,175,21.0,8.33,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,173,125,9,173,-0.0,8.3,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,173,124,8,173,-0.0,8.37,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,163,119,3,173,60.0,8.22,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,159,118,2,173,42.0,8.08,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,155,117,1,173,36.0,7.95,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,151,116,0,173,33.0,7.81,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,165,125,9,165,-0.0,7.92,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,165,124,8,165,-0.0,7.98,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,165,123,7,165,-0.0,8.05,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,157,119,3,165,48.0,7.92,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,157,118,2,165,24.0,7.98,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,157,117,1,165,16.0,8.05,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,156,116,0,165,13.5,8.07,0
Chennai Super Kings,Delhi Capitals,Delhi,163,125,9,163,-0.0,7.82,0
Chennai Super Kings,Delhi Capitals,Delhi,163,124,8,163,-0.0,7.89,0
Chennai Super Kings,Delhi Capitals,Delhi,163,123,7,163,-0.0,7.95,0
Chennai Super Kings,Delhi Capitals,Delhi,163,122,6,163,-0.0,8.02,0
Chennai Super Kings,Delhi Capitals,Delhi,160,119,3,163,18.0,8.07,0
Chennai Super Kings,Delhi Capitals,Delhi,158,118,2,163,15.0,8.03,0
Chennai Super Kings,Delhi Capitals,Delhi,158,117,1,163,10.0,8.1,0
Chennai Super Kings,Delhi Capitals,Delhi,158,116,0,163,7.5,8.17,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,219,125,9,219,-0.0,10.51,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,219,124,8,219,-0.0,10.6,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,219,123,7,219,-0.0,10.68,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,210,119,3,219,54.0,10.59,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,210,118,2,219,27.0,10.68,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,210,117,1,219,18.0,10.77,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,209,116,0,219,15.0,10.81,0
Punjab Kings,Mumbai Indians,Mumbai,179,119,3,187,48.0,9.03,0
Punjab Kings,Mumbai Indians,Mumbai,179,118,2,187,24.0,9.1,0
Punjab Kings,Mumbai Indians,Mumbai,178,117,1,187,18.0,9.13,0
Punjab Kings,Mumbai Indians,Mumbai,178,116,0,187,13.5,9.21,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,119,3,143,126.0,6.15,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,118,2,143,63.0,6.2,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,117,1,143,42.0,6.26,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,122,116,0,143,31.5,6.31,1
Royal Challengers Bangalore,Punjab Kings,Indore,80,119,3,89,54.0,4.03,1
Royal Challengers Bangalore,Punjab Kings,Indore,80,118,2,89,27.0,4.07,1
Royal Challengers Bangalore,Punjab Kings,Indore,79,117,1,89,20.0,4.05,1
Royal Challengers Bangalore,Punjab Kings,Indore,75,116,0,89,21.0,3.88,1
Rajasthan Royals,Mumbai Indians,Mumbai,156,119,3,169,78.0,7.87,1
Rajasthan Royals,Mumbai Indians,Mumbai,156,119,2,169,78.0,7.87,1
Rajasthan Royals,Mumbai Indians,Mumbai,155,118,1,169,42.0,7.88,1
Rajasthan Royals,Mumbai Indians,Mumbai,154,117,0,169,30.0,7.9,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,173,119,3,180,42.0,8.72,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,167,118,2,180,39.0,8.49,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,167,117,1,180,26.0,8.56,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,167,116,0,180,19.5,8.64,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,176,119,3,182,36.0,8.87,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,175,118,2,182,21.0,8.9,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,174,117,1,182,16.0,8.92,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,170,116,0,182,18.0,8.79,1
Punjab Kings,Kolkata Knight Riders,Indore,227,119,3,246,114.0,11.45,0
Punjab Kings,Kolkata Knight Riders,Indore,227,118,2,246,57.0,11.54,0
Punjab Kings,Kolkata Knight Riders,Indore,226,117,1,246,40.0,11.59,0
Punjab Kings,Kolkata Knight Riders,Indore,225,116,0,246,31.5,11.64,0
Rajasthan Royals,Chennai Super Kings,Jaipur,164,119,3,177,78.0,8.27,1
Rajasthan Royals,Chennai Super Kings,Jaipur,160,118,2,177,51.0,8.14,1
Rajasthan Royals,Chennai Super Kings,Jaipur,160,117,1,177,34.0,8.21,1
Rajasthan Royals,Chennai Super Kings,Jaipur,156,116,0,177,31.5,8.07,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,188,125,9,188,-0.0,9.02,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,188,124,8,188,-0.0,9.1,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,188,123,7,188,-0.0,9.17,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,181,119,3,188,42.0,9.13,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,181,118,2,188,21.0,9.2,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,177,117,1,188,22.0,9.08,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,173,116,0,188,22.5,8.95,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,199,119,3,211,72.0,10.03,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,199,118,2,211,36.0,10.12,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,198,117,1,211,26.0,10.15,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,198,116,0,211,19.5,10.24,0
Punjab Kings,Rajasthan Royals,Jaipur,159,125,9,159,-0.0,7.63,0
Punjab Kings,Rajasthan Royals,Jaipur,159,124,8,159,-0.0,7.69,0
Punjab Kings,Rajasthan Royals,Jaipur,154,119,3,159,30.0,7.76,0
Punjab Kings,Rajasthan Royals,Jaipur,154,118,2,159,15.0,7.83,0
Punjab Kings,Rajasthan Royals,Jaipur,154,117,1,159,10.0,7.9,0
Punjab Kings,Rajasthan Royals,Jaipur,154,116,0,159,7.5,7.97,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,142,119,3,147,30.0,7.16,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,119,2,147,54.0,6.96,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,118,1,147,27.0,7.02,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,117,0,147,18.0,7.08,0
Punjab Kings,Rajasthan Royals,Indore,152,119,3,153,6.0,7.66,0
Punjab Kings,Rajasthan Royals,Indore,151,118,2,153,6.0,7.68,0
Punjab Kings,Rajasthan Royals,Indore,151,117,1,153,4.0,7.74,0
Punjab Kings,Rajasthan Royals,Indore,151,116,0,153,3.0,7.81,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,179,119,3,182,18.0,9.03,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,179,118,2,182,9.0,9.1,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,179,117,1,182,6.0,9.18,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,175,116,0,182,10.5,9.05,0
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,164,125,9,164,-0.0,7.87,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,164,124,8,164,-0.0,7.94,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,159,119,3,164,30.0,8.02,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,159,118,2,164,15.0,8.08,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,155,117,1,164,18.0,7.95,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,154,116,0,164,15.0,7.97,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,119,119,3,128,54.0,6.0,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,119,118,2,128,27.0,6.05,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,119,117,1,128,18.0,6.1,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,119,116,0,128,13.5,6.16,1
Mumbai Indians,Punjab Kings,Indore,168,119,3,175,42.0,8.47,1
Mumbai Indians,Punjab Kings,Indore,168,118,2,175,21.0,8.54,1
Mumbai Indians,Punjab Kings,Indore,168,117,1,175,14.0,8.62,1
Mumbai Indians,Punjab Kings,Indore,168,116,0,175,10.5,8.69,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,178,125,9,178,-0.0,8.54,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,178,124,8,178,-0.0,8.61,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,119,3,178,72.0,8.37,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,118,2,178,36.0,8.44,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,117,1,178,24.0,8.51,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,160,116,0,178,27.0,8.28,1
Rajasthan Royals,Delhi Capitals,Delhi,182,119,3,197,90.0,9.18,0
Rajasthan Royals,Delhi Capitals,Delhi,178,118,2,197,57.0,9.05,0
Rajasthan Royals,Delhi Capitals,Delhi,177,117,1,197,40.0,9.08,0
Rajasthan Royals,Delhi Capitals,Delhi,177,116,0,197,30.0,9.16,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,168,125,9,168,-0.0,8.06,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,168,124,8,168,-0.0,8.13,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,163,119,3,168,30.0,8.22,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,162,118,2,168,18.0,8.24,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,161,117,1,168,14.0,8.26,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,161,116,0,168,10.5,8.33,0
Delhi Capitals,Chennai Super Kings,Pune,210,119,3,212,12.0,10.59,0
Delhi Capitals,Chennai Super Kings,Pune,206,118,2,212,18.0,10.47,0
Delhi Capitals,Chennai Super Kings,Pune,206,117,1,212,12.0,10.56,0
Delhi Capitals,Chennai Super Kings,Pune,202,116,0,212,15.0,10.45,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,152,125,9,152,-0.0,7.3,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,152,124,8,152,-0.0,7.35,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,146,119,3,152,36.0,7.36,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,145,118,2,152,21.0,7.37,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,145,117,1,152,14.0,7.44,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,144,116,0,152,12.0,7.45,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,176,125,9,176,-0.0,8.45,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,171,119,3,176,30.0,8.62,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,165,119,2,176,66.0,8.32,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,161,118,1,176,45.0,8.19,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,160,117,0,176,32.0,8.21,1
Mumbai Indians,Chennai Super Kings,Pune,170,125,9,170,-0.0,8.16,1
Mumbai Indians,Chennai Super Kings,Pune,163,119,3,170,42.0,8.22,1
Mumbai Indians,Chennai Super Kings,Pune,162,119,2,170,48.0,8.17,1
Mumbai Indians,Chennai Super Kings,Pune,162,118,1,170,24.0,8.24,1
Mumbai Indians,Chennai Super Kings,Pune,160,117,0,170,20.0,8.21,1
Kolkata Knight Riders,Delhi Capitals,Delhi,220,125,9,220,-0.0,10.56,0
Kolkata Knight Riders,Delhi Capitals,Delhi,208,119,3,220,72.0,10.49,0
Kolkata Knight Riders,Delhi Capitals,Delhi,206,118,2,220,42.0,10.47,0
Kolkata Knight Riders,Delhi Capitals,Delhi,202,117,1,220,36.0,10.36,0
Kolkata Knight Riders,Delhi Capitals,Delhi,201,116,0,220,28.5,10.4,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,133,125,9,133,-0.0,6.38,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,133,124,8,133,-0.0,6.44,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,131,119,3,133,12.0,6.61,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,125,118,2,133,24.0,6.36,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,125,117,1,133,16.0,6.41,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,124,116,0,133,13.5,6.41,0
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,198,119,3,206,48.0,9.98,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,198,118,2,206,24.0,10.07,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,197,117,1,206,18.0,10.1,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,197,116,0,206,13.5,10.19,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,117,119,3,119,12.0,5.9,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,113,119,2,119,36.0,5.7,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,112,118,1,119,21.0,5.69,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,111,117,0,119,16.0,5.69,0
Delhi Capitals,Punjab Kings,Delhi,144,125,9,144,-0.0,6.91,0
Delhi Capitals,Punjab Kings,Delhi,144,124,8,144,-0.0,6.97,0
Delhi Capitals,Punjab Kings,Delhi,138,119,3,144,36.0,6.96,0
Delhi Capitals,Punjab Kings,Delhi,134,119,2,144,60.0,6.76,0
Delhi Capitals,Punjab Kings,Delhi,130,118,1,144,42.0,6.61,0
Delhi Capitals,Punjab Kings,Delhi,127,117,0,144,34.0,6.51,0
Rajasthan Royals,Mumbai Indians,Jaipur,168,125,9,168,-0.0,8.06,1
Rajasthan Royals,Mumbai Indians,Jaipur,159,119,3,168,54.0,8.02,1
Rajasthan Royals,Mumbai Indians,Jaipur,158,119,2,168,60.0,7.97,1
Rajasthan Royals,Mumbai Indians,Jaipur,158,118,1,168,30.0,8.03,1
Rajasthan Royals,Mumbai Indians,Jaipur,157,117,0,168,22.0,8.05,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,125,9,183,-0.0,8.78,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,124,8,183,-0.0,8.85,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,123,7,183,-0.0,8.93,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,122,6,183,-0.0,9.0,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,121,5,183,-0.0,9.07,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,119,3,183,0.0,9.23,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,181,118,2,183,6.0,9.2,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,181,117,1,183,4.0,9.28,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,177,116,0,183,9.0,9.16,0
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,175,125,9,175,-0.0,8.4,1
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,175,124,8,175,-0.0,8.47,1
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,170,119,3,175,30.0,8.57,1
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,169,118,2,175,18.0,8.59,1
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,167,117,1,175,16.0,8.56,1
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,167,116,0,175,12.0,8.64,1
Punjab Kings,Kolkata Knight Riders,Kolkata,179,119,3,192,78.0,9.03,0
Punjab Kings,Kolkata Knight Riders,Kolkata,175,118,2,192,51.0,8.9,0
Punjab Kings,Kolkata Knight Riders,Kolkata,174,117,1,192,36.0,8.92,0
Punjab Kings,Kolkata Knight Riders,Kolkata,170,116,0,192,33.0,8.79,0
Rajasthan Royals,Chennai Super Kings,Pune,195,119,3,205,60.0,9.83,0
Rajasthan Royals,Chennai Super Kings,Pune,191,118,2,205,42.0,9.71,0
Rajasthan Royals,Chennai Super Kings,Pune,187,119,1,205,108.0,9.43,0
Rajasthan Royals,Chennai Super Kings,Pune,187,118,0,205,54.0,9.51,0
Sunrisers Hyderabad,Punjab Kings,Chandigarh,192,119,3,194,12.0,9.68,0
Sunrisers Hyderabad,Punjab Kings,Chandigarh,191,119,2,194,18.0,9.63,0
Sunrisers Hyderabad,Punjab Kings,Chandigarh,187,118,1,194,21.0,9.51,0
Sunrisers Hyderabad,Punjab Kings,Chandigarh,184,117,0,194,20.0,9.44,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,160,119,3,161,6.0,8.07,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,158,118,2,161,9.0,8.03,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,158,117,1,161,6.0,8.1,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,154,116,0,161,10.5,7.97,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,214,125,9,214,-0.0,10.27,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,207,119,3,214,42.0,10.44,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,203,119,2,214,66.0,10.24,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,202,118,1,214,36.0,10.27,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,198,117,0,214,32.0,10.15,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,197,119,3,201,24.0,9.93,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,197,119,2,201,24.0,9.93,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,193,118,1,201,24.0,9.81,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,192,117,0,201,18.0,9.85,0
Chennai Super Kings,Punjab Kings,Chandigarh,190,119,3,198,48.0,9.58,0
Chennai Super Kings,Punjab Kings,Chandigarh,189,118,2,198,27.0,9.61,0
Chennai Super Kings,Punjab Kings,Chandigarh,189,119,1,198,54.0,9.53,0
Chennai Super Kings,Punjab Kings,Chandigarh,185,118,0,198,39.0,9.41,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,209,119,3,218,54.0,10.54,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,209,118,2,218,27.0,10.63,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,205,117,1,218,26.0,10.51,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,201,116,0,218,25.5,10.4,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,133,119,3,139,36.0,6.71,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,133,118,2,139,18.0,6.76,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,132,119,1,139,42.0,6.66,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,128,118,0,139,33.0,6.51,1
Delhi Capitals,Mumbai Indians,Mumbai,184,119,3,195,66.0,9.28,0
Delhi Capitals,Mumbai Indians,Mumbai,178,118,2,195,51.0,9.05,0
Delhi Capitals,Mumbai Indians,Mumbai,178,117,1,195,34.0,9.13,0
Delhi Capitals,Mumbai Indians,Mumbai,174,116,0,195,31.5,9.0,0
Royal Challengers Bangalore,Punjab Kings,Bengaluru,142,119,3,156,84.0,7.16,1
Royal Challengers Bangalore,Punjab Kings,Bengaluru,142,118,2,156,42.0,7.22,1
Royal Challengers Bangalore,Punjab Kings,Bengaluru,141,117,1,156,30.0,7.23,1
Royal Challengers Bangalore,Punjab Kings,Bengaluru,141,116,0,156,22.5,7.29,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,141,119,3,148,42.0,7.11,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,140,118,2,148,24.0,7.12,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139,117,1,148,18.0,7.13,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,138,116,0,148,15.0,7.14,1
Delhi Capitals,Rajasthan Royals,Jaipur,154,125,9,154,-0.0,7.39,0
Delhi Capitals,Rajasthan Royals,Jaipur,143,119,3,154,66.0,7.21,0
Delhi Capitals,Rajasthan Royals,Jaipur,142,118,2,154,36.0,7.22,0
Delhi Capitals,Rajasthan Royals,Jaipur,141,117,1,154,26.0,7.23,0
Delhi Capitals,Rajasthan Royals,Jaipur,141,116,0,154,19.5,7.29,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,203,125,9,203,-0.0,9.74,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,203,124,8,203,-0.0,9.82,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,186,119,3,203,102.0,9.38,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,181,118,2,203,66.0,9.2,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,180,117,1,203,46.0,9.23,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,180,116,0,203,34.5,9.31,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,126,125,9,126,-0.0,6.05,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,121,119,3,126,30.0,6.1,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,121,118,2,126,15.0,6.15,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,120,117,1,126,12.0,6.15,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,120,116,0,126,9.0,6.21,1
