s.no,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
3636,Delhi Capitals,Delhi Capitals,Durban,149,117,1,155,12,7.64,0
3637,Delhi Capitals,Delhi Capitals,Durban,148,116,0,155,10.5,7.66,0
3638,Punjab Kings,Punjab Kings,Durban,212,125,9,212,0,10.18,0
3639,Punjab Kings,Punjab Kings,Durban,212,124,8,212,0,10.26,0
3640,Punjab Kings,Punjab Kings,Durban,212,123,7,212,0,10.34,0
3641,Punjab Kings,Punjab Kings,Durban,210,119,3,212,12,10.59,0
3642,Punjab Kings,Punjab Kings,Durban,210,118,2,212,6,10.68,0
3643,Punjab Kings,Punjab Kings,Durban,210,117,1,212,4,10.77,0
3644,Punjab Kings,Punjab Kings,Durban,209,116,0,212,4.5,10.81,0
3645,Sunrisers Hyderabad,Chennai Super Kings,East London,179,125,9,179,0,8.59,0
3646,Sunrisers Hyderabad,Chennai Super Kings,East London,179,124,8,179,0,8.66,0
3647,Sunrisers Hyderabad,Chennai Super Kings,East London,179,123,7,179,0,8.73,0
3648,Sunrisers Hyderabad,Chennai Super Kings,East London,179,122,6,179,0,8.8,0
3649,Sunrisers Hyderabad,Chennai Super Kings,East London,179,121,5,179,0,8.88,0
3650,Sunrisers Hyderabad,Chennai Super Kings,East London,179,119,3,179,0,9.03,0
3651,Sunrisers Hyderabad,Chennai Super Kings,East London,178,118,2,179,3,9.05,0
3652,Sunrisers Hyderabad,Chennai Super Kings,East London,178,117,1,179,2,9.13,0
3653,Sunrisers Hyderabad,Chennai Super Kings,East London,178,116,0,179,1.5,9.21,0
3654,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,150,125,9,150,0,7.2,1
3655,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,141,119,3,150,54,7.11,1
3656,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,140,119,2,150,60,7.06,1
3657,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,136,118,1,150,42,6.92,1
3658,Royal Challengers Bangalore,Mumbai Indians,Johannesburg,135,117,0,150,30,6.92,1
3659,Punjab Kings,Punjab Kings,Port Elizabeth,154,125,9,154,0,7.39,0
3660,Punjab Kings,Punjab Kings,Port Elizabeth,154,124,8,154,0,7.45,0
3661,Punjab Kings,Punjab Kings,Port Elizabeth,151,119,3,154,18,7.61,0
3662,Punjab Kings,Punjab Kings,Port Elizabeth,151,118,2,154,9,7.68,0
3663,Punjab Kings,Punjab Kings,Port Elizabeth,151,117,1,154,6,7.74,0
3664,Punjab Kings,Punjab Kings,Port Elizabeth,150,116,0,154,6,7.76,0
3665,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,142,125,9,142,0,6.82,1
3666,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,142,124,8,142,0,6.87,1
3667,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,119,3,142,18,7.01,1
3668,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,119,2,142,18,7.01,1
3669,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,118,1,142,9,7.07,1
3670,Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,117,0,142,6,7.13,1
3671,Delhi Capitals,Chennai Super Kings,Johannesburg,164,125,9,164,0,7.87,0
3672,Delhi Capitals,Chennai Super Kings,Johannesburg,164,124,8,164,0,7.94,0
3673,Delhi Capitals,Chennai Super Kings,Johannesburg,159,119,3,164,30,8.02,0
3674,Delhi Capitals,Chennai Super Kings,Johannesburg,157,118,2,164,21,7.98,0
3675,Delhi Capitals,Chennai Super Kings,Johannesburg,156,117,1,164,16,8,0
3676,Delhi Capitals,Chennai Super Kings,Johannesburg,155,116,0,164,13.5,8.02,0
3677,Kolkata Knight Riders,Mumbai Indians,East London,149,125,9,149,0,7.15,0
3678,Kolkata Knight Riders,Mumbai Indians,East London,149,124,8,149,0,7.21,0
3679,Kolkata Knight Riders,Mumbai Indians,East London,147,119,3,149,12,7.41,0
3680,Kolkata Knight Riders,Mumbai Indians,East London,147,118,2,149,6,7.47,0
3681,Kolkata Knight Riders,Mumbai Indians,East London,146,117,1,149,6,7.49,0
3682,Kolkata Knight Riders,Mumbai Indians,East London,145,116,0,149,6,7.5,0
3683,Punjab Kings,Royal Challengers Bangalore,Durban,146,125,9,146,0,7.01,0
3684,Punjab Kings,Royal Challengers Bangalore,Durban,146,124,8,146,0,7.06,0
3685,Punjab Kings,Royal Challengers Bangalore,Durban,142,119,3,146,24,7.16,0
3686,Punjab Kings,Royal Challengers Bangalore,Durban,142,118,2,146,12,7.22,0
3687,Punjab Kings,Royal Challengers Bangalore,Durban,142,117,1,146,8,7.28,0
3688,Punjab Kings,Royal Challengers Bangalore,Durban,142,116,0,146,6,7.34,0
3689,Rajasthan Royals,Chennai Super Kings,Centurion,158,119,3,165,42,7.97,0
3690,Rajasthan Royals,Chennai Super Kings,Centurion,158,119,2,165,42,7.97,0
3691,Rajasthan Royals,Chennai Super Kings,Centurion,158,118,1,165,21,8.03,0
3692,Rajasthan Royals,Chennai Super Kings,Centurion,157,117,0,165,16,8.05,0
3693,Delhi Capitals,Sunrisers Hyderabad,Centurion,149,125,9,149,0,7.15,0
3694,Delhi Capitals,Sunrisers Hyderabad,Centurion,149,124,8,149,0,7.21,0
3695,Delhi Capitals,Sunrisers Hyderabad,Centurion,142,119,3,149,42,7.16,0
3696,Delhi Capitals,Sunrisers Hyderabad,Centurion,142,118,2,149,21,7.22,0
3697,Delhi Capitals,Sunrisers Hyderabad,Centurion,141,117,1,149,16,7.23,0
3698,Delhi Capitals,Sunrisers Hyderabad,Centurion,141,116,0,149,12,7.29,0
3699,Mumbai Indians,Punjab Kings,Durban,117,119,3,120,18,5.9,0
3700,Mumbai Indians,Punjab Kings,Durban,116,119,2,120,24,5.85,0
3701,Mumbai Indians,Punjab Kings,Durban,116,118,1,120,12,5.9,0
3702,Mumbai Indians,Punjab Kings,Durban,116,117,0,120,8,5.95,0
3703,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,138,119,3,140,12,6.96,1
3704,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,119,2,140,18,6.91,1
3705,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,118,1,140,9,6.97,1
3706,Royal Challengers Bangalore,Kolkata Knight Riders,Durban,137,117,0,140,6,7.03,1
3707,Rajasthan Royals,Delhi Capitals,Centurion,144,125,9,144,0,6.91,1
3708,Rajasthan Royals,Delhi Capitals,Centurion,138,119,3,144,36,6.96,1
3709,Rajasthan Royals,Delhi Capitals,Centurion,138,118,2,144,18,7.02,1
3710,Rajasthan Royals,Delhi Capitals,Centurion,138,119,1,144,36,6.96,1
3711,Rajasthan Royals,Delhi Capitals,Centurion,138,118,0,144,18,7.02,1
3712,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,188,125,9,188,0,9.02,0
3713,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,184,119,3,188,24,9.28,0
3714,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,183,118,2,188,15,9.31,0
3715,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,181,117,1,188,14,9.28,0
3716,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,180,116,0,188,12,9.31,0
3717,Sunrisers Hyderabad,Chennai Super Kings,Durban,166,125,9,166,0,7.97,0
3718,Sunrisers Hyderabad,Chennai Super Kings,Durban,154,119,3,166,72,7.76,0
3719,Sunrisers Hyderabad,Chennai Super Kings,Durban,150,118,2,166,48,7.63,0
3720,Sunrisers Hyderabad,Chennai Super Kings,Durban,150,117,1,166,32,7.69,0
3721,Sunrisers Hyderabad,Chennai Super Kings,Durban,149,116,0,166,25.5,7.71,0
3722,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,141,119,3,150,54,7.11,0
3723,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,141,118,2,150,27,7.17,0
3724,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,140,117,1,150,20,7.18,0
3725,Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,139,116,0,150,16.5,7.19,0
3726,Rajasthan Royals,Punjab Kings,Cape Town,134,119,3,140,36,6.76,0
3727,Rajasthan Royals,Punjab Kings,Cape Town,133,119,2,140,42,6.71,0
3728,Rajasthan Royals,Punjab Kings,Cape Town,133,118,1,140,21,6.76,0
3729,Rajasthan Royals,Punjab Kings,Cape Town,132,117,0,140,16,6.77,0
3730,Mumbai Indians,Sunrisers Hyderabad,Durban,169,125,9,169,0,8.11,0
3731,Mumbai Indians,Sunrisers Hyderabad,Durban,166,119,3,169,18,8.37,0
3732,Mumbai Indians,Sunrisers Hyderabad,Durban,165,119,2,169,24,8.32,0
3733,Mumbai Indians,Sunrisers Hyderabad,Durban,165,118,1,169,12,8.39,0
3734,Mumbai Indians,Sunrisers Hyderabad,Durban,165,117,0,169,8,8.46,0
3735,Punjab Kings,Royal Challengers Bangalore,Durban,165,119,3,169,24,8.32,0
3736,Punjab Kings,Royal Challengers Bangalore,Durban,165,119,2,169,24,8.32,0
3737,Punjab Kings,Royal Challengers Bangalore,Durban,164,118,1,169,15,8.34,0
3738,Punjab Kings,Royal Challengers Bangalore,Durban,163,117,0,169,12,8.36,0
3739,Kolkata Knight Riders,Rajasthan Royals,Cape Town,151,125,9,151,0,7.25,0
3740,Kolkata Knight Riders,Rajasthan Royals,Cape Town,151,124,8,151,0,7.31,0
3741,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,119,3,151,42,7.26,0
3742,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,119,2,151,42,7.26,0
3743,Kolkata Knight Riders,Rajasthan Royals,Cape Town,144,118,1,151,21,7.32,0
3744,Kolkata Knight Riders,Rajasthan Royals,Cape Town,143,117,0,151,16,7.33,0
3745,Chennai Super Kings,Delhi Capitals,Durban,190,125,9,190,0,9.12,0
3746,Chennai Super Kings,Delhi Capitals,Durban,175,119,3,190,90,8.82,0
3747,Chennai Super Kings,Delhi Capitals,Durban,174,118,2,190,48,8.85,0
3748,Chennai Super Kings,Delhi Capitals,Durban,172,117,1,190,36,8.82,0
3749,Chennai Super Kings,Delhi Capitals,Durban,171,116,0,190,28.5,8.84,0
3750,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,185,125,9,185,0,8.88,0
3751,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,119,3,185,66,8.77,0
3752,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,118,2,185,33,8.85,0
3753,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,174,117,1,185,22,8.92,0
3754,Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,173,116,0,185,18,8.95,0
3755,Kolkata Knight Riders,Punjab Kings,Durban,159,125,9,159,0,7.63,1
3756,Kolkata Knight Riders,Punjab Kings,Durban,159,124,8,159,0,7.69,1
3757,Kolkata Knight Riders,Punjab Kings,Durban,159,123,7,159,0,7.76,1
3758,Kolkata Knight Riders,Punjab Kings,Durban,156,119,3,159,18,7.87,1
3759,Kolkata Knight Riders,Punjab Kings,Durban,155,119,2,159,24,7.82,1
3760,Kolkata Knight Riders,Punjab Kings,Durban,155,118,1,159,12,7.88,1
3761,Kolkata Knight Riders,Punjab Kings,Durban,155,117,0,159,8,7.95,1
3762,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,125,9,180,0,8.64,0
3763,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,124,8,180,0,8.71,0
3764,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,123,7,180,0,8.78,0
3765,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,180,122,6,180,0,8.85,0
3766,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,175,119,3,180,30,8.82,0
3767,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,175,118,2,180,15,8.9,0
3768,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,171,117,1,180,18,8.77,0
3769,Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,167,116,0,180,19.5,8.64,0
3770,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,102,125,9,102,0,4.9,0
3771,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,102,124,8,102,0,4.94,0
3772,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,93,119,3,102,54,4.69,0
3773,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,93,118,2,102,27,4.73,0
3774,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,89,117,1,102,26,4.56,0
3775,Sunrisers Hyderabad,Sunrisers Hyderabad,Cape Town,89,116,0,102,19.5,4.6,0
3776,Delhi Capitals,Delhi Capitals,Cape Town,105,125,9,105,0,5.04,0
3777,Delhi Capitals,Delhi Capitals,Cape Town,96,119,3,105,54,4.84,0
3778,Delhi Capitals,Delhi Capitals,Cape Town,90,119,2,105,90,4.54,0
3779,Delhi Capitals,Delhi Capitals,Cape Town,86,118,1,105,57,4.37,0
3780,Delhi Capitals,Delhi Capitals,Cape Town,85,117,0,105,40,4.36,0
3781,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,134,125,9,134,0,6.43,0
3782,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,134,124,8,134,0,6.48,0
3783,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,132,119,3,134,12,6.66,0
3784,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,132,119,2,134,12,6.66,0
3785,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,131,118,1,134,9,6.66,0
3786,Rajasthan Royals,Royal Challengers Bangalore,Cape Town,130,117,0,134,8,6.67,0
3787,Chennai Super Kings,Mumbai Indians,Cape Town,166,125,9,166,0,7.97,0
3788,Chennai Super Kings,Mumbai Indians,Cape Town,166,124,8,166,0,8.03,0
3789,Chennai Super Kings,Mumbai Indians,Cape Town,166,123,7,166,0,8.1,0
3790,Chennai Super Kings,Mumbai Indians,Cape Town,166,122,6,166,0,8.16,0
3791,Chennai Super Kings,Mumbai Indians,Cape Town,166,121,5,166,0,8.23,0
3792,Chennai Super Kings,Mumbai Indians,Cape Town,163,119,3,166,18,8.22,0
3793,Chennai Super Kings,Mumbai Indians,Cape Town,163,118,2,166,9,8.29,0
3794,Chennai Super Kings,Mumbai Indians,Cape Town,159,117,1,166,14,8.15,0
3795,Chennai Super Kings,Mumbai Indians,Cape Town,158,116,0,166,12,8.17,0
3796,Rajasthan Royals,Chennai Super Kings,Mumbai,164,125,9,164,0,7.87,1
3797,Rajasthan Royals,Chennai Super Kings,Mumbai,164,124,8,164,0,7.94,1
3798,Rajasthan Royals,Chennai Super Kings,Mumbai,164,123,7,164,0,8,1
3799,Rajasthan Royals,Chennai Super Kings,Mumbai,162,119,3,164,12,8.17,1
3800,Rajasthan Royals,Chennai Super Kings,Mumbai,160,118,2,164,12,8.14,1
3801,Rajasthan Royals,Chennai Super Kings,Mumbai,156,117,1,164,16,8,1
3802,Rajasthan Royals,Chennai Super Kings,Mumbai,155,116,0,164,13.5,8.02,1
3803,Chennai Super Kings,Punjab Kings,Mumbai,113,125,9,113,0,5.42,1
3804,Chennai Super Kings,Punjab Kings,Mumbai,102,119,3,113,66,5.14,1
3805,Chennai Super Kings,Punjab Kings,Mumbai,101,118,2,113,36,5.14,1
3806,Chennai Super Kings,Punjab Kings,Mumbai,101,117,1,113,24,5.18,1
3807,Chennai Super Kings,Punjab Kings,Mumbai,100,116,0,113,19.5,5.17,1
3808,Delhi Capitals,Delhi Capitals,Mumbai,185,119,3,193,48,9.33,0
3809,Delhi Capitals,Delhi Capitals,Mumbai,184,119,2,193,54,9.28,0
3810,Delhi Capitals,Delhi Capitals,Mumbai,183,118,1,193,30,9.31,0
3811,Delhi Capitals,Delhi Capitals,Mumbai,183,117,0,193,20,9.38,0
3812,Rajasthan Royals,Punjab Kings,Chandigarh,222,125,9,222,0,10.66,0
3813,Rajasthan Royals,Punjab Kings,Chandigarh,217,119,3,222,30,10.94,0
3814,Rajasthan Royals,Punjab Kings,Chandigarh,217,118,2,222,15,11.03,0
3815,Rajasthan Royals,Punjab Kings,Chandigarh,217,117,1,222,10,11.13,0
3816,Rajasthan Royals,Punjab Kings,Chandigarh,216,116,0,222,9,11.17,0
3817,Mumbai Indians,Royal Challengers Bangalore,Bangalore,114,119,3,123,54,5.75,1
3818,Mumbai Indians,Royal Challengers Bangalore,Bangalore,113,118,2,123,30,5.75,1
3819,Mumbai Indians,Royal Challengers Bangalore,Bangalore,113,117,1,123,20,5.79,1
3820,Mumbai Indians,Royal Challengers Bangalore,Bangalore,113,116,0,123,15,5.84,1
3821,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,136,119,3,148,72,6.86,1
3822,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,136,118,2,148,36,6.92,1
3823,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,132,119,1,148,96,6.66,1
3824,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,132,118,0,148,48,6.71,1
3825,Rajasthan Royals,Mumbai Indians,Jaipur,146,125,9,146,0,7.01,1
3826,Rajasthan Royals,Mumbai Indians,Jaipur,146,124,8,146,0,7.06,1
3827,Rajasthan Royals,Mumbai Indians,Jaipur,146,123,7,146,0,7.12,1
3828,Rajasthan Royals,Mumbai Indians,Jaipur,146,122,6,146,0,7.18,1
3829,Rajasthan Royals,Mumbai Indians,Jaipur,146,121,5,146,0,7.24,1
3830,Rajasthan Royals,Mumbai Indians,Jaipur,141,119,3,146,30,7.11,1
3831,Rajasthan Royals,Mumbai Indians,Jaipur,141,118,2,146,15,7.17,1
3832,Rajasthan Royals,Mumbai Indians,Jaipur,137,117,1,146,18,7.03,1
3833,Rajasthan Royals,Mumbai Indians,Jaipur,137,116,0,146,13.5,7.09,1
3834,Kolkata Knight Riders,Punjab Kings,Kolkata,165,119,3,175,60,8.32,1
3835,Kolkata Knight Riders,Punjab Kings,Kolkata,165,119,2,175,60,8.32,1
3836,Kolkata Knight Riders,Punjab Kings,Kolkata,161,118,1,175,42,8.19,1
3837,Kolkata Knight Riders,Punjab Kings,Kolkata,161,117,0,175,28,8.26,1
3838,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,166,125,9,166,0,7.97,1
3839,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,166,124,8,166,0,8.03,1
3840,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,166,123,7,166,0,8.1,1
3841,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,155,119,3,166,66,7.82,1
3842,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,154,118,2,166,36,7.83,1
3843,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,154,117,1,166,24,7.9,1
3844,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,154,116,0,166,18,7.97,1
3845,Chennai Super Kings,Rajasthan Royals,Chennai,212,125,9,212,0,10.18,0
3846,Chennai Super Kings,Rajasthan Royals,Chennai,206,119,3,212,36,10.39,0
3847,Chennai Super Kings,Rajasthan Royals,Chennai,205,119,2,212,42,10.34,0
3848,Chennai Super Kings,Rajasthan Royals,Chennai,199,118,1,212,39,10.12,0
3849,Chennai Super Kings,Rajasthan Royals,Chennai,199,117,0,212,26,10.21,0
3850,Delhi Capitals,Delhi Capitals,Delhi,157,119,3,177,120,7.92,0
3851,Delhi Capitals,Delhi Capitals,Delhi,157,118,2,177,60,7.98,0
3852,Delhi Capitals,Delhi Capitals,Delhi,153,117,1,177,48,7.85,0
3853,Delhi Capitals,Delhi Capitals,Delhi,153,116,0,177,36,7.91,0
3854,Punjab Kings,Punjab Kings,Chandigarh,176,125,9,176,0,8.45,0
3855,Punjab Kings,Punjab Kings,Chandigarh,162,119,3,176,84,8.17,0
3856,Punjab Kings,Punjab Kings,Chandigarh,159,118,2,176,51,8.08,0
3857,Punjab Kings,Punjab Kings,Chandigarh,157,117,1,176,38,8.05,0
3858,Punjab Kings,Punjab Kings,Chandigarh,157,116,0,176,28.5,8.12,0
3859,Chennai Super Kings,Royal Challengers Bangalore,Chennai,127,125,9,127,0,6.1,0
3860,Chennai Super Kings,Royal Challengers Bangalore,Chennai,122,119,3,127,30,6.15,0
3861,Chennai Super Kings,Royal Challengers Bangalore,Chennai,122,119,2,127,30,6.15,0
3862,Chennai Super Kings,Royal Challengers Bangalore,Chennai,122,118,1,127,15,6.2,0
3863,Chennai Super Kings,Royal Challengers Bangalore,Chennai,122,117,0,127,10,6.26,0
3864,Mumbai Indians,Punjab Kings,Mumbai,180,119,3,190,60,9.08,0
3865,Mumbai Indians,Punjab Kings,Mumbai,180,118,2,190,30,9.15,0
3866,Mumbai Indians,Punjab Kings,Mumbai,180,117,1,190,20,9.23,0
3867,Mumbai Indians,Punjab Kings,Mumbai,174,119,0,190,96,8.77,0
3868,Rajasthan Royals,Kolkata Knight Riders,Kolkata,148,125,9,148,0,7.1,1
3869,Rajasthan Royals,Kolkata Knight Riders,Kolkata,141,119,3,148,42,7.11,1
3870,Rajasthan Royals,Kolkata Knight Riders,Kolkata,137,118,2,148,33,6.97,1
3871,Rajasthan Royals,Kolkata Knight Riders,Kolkata,137,117,1,148,22,7.03,1
3872,Rajasthan Royals,Kolkata Knight Riders,Kolkata,136,116,0,148,18,7.03,1
3873,Delhi Capitals,Royal Challengers Bangalore,Bangalore,144,119,3,155,66,7.26,0
3874,Delhi Capitals,Royal Challengers Bangalore,Bangalore,140,118,2,155,45,7.12,0
3875,Delhi Capitals,Royal Challengers Bangalore,Bangalore,140,117,1,155,30,7.18,0
3876,Delhi Capitals,Royal Challengers Bangalore,Bangalore,138,116,0,155,25.5,7.14,0
3877,Chennai Super Kings,Kolkata Knight Riders,Kolkata,147,119,3,150,18,7.41,1
3878,Chennai Super Kings,Kolkata Knight Riders,Kolkata,145,118,2,150,15,7.37,1
3879,Chennai Super Kings,Kolkata Knight Riders,Kolkata,145,119,1,150,30,7.31,1
3880,Chennai Super Kings,Kolkata Knight Riders,Kolkata,145,118,0,150,15,7.37,1
3881,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,179,125,9,179,0,8.59,0
3882,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,179,124,8,179,0,8.66,0
3883,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,179,123,7,179,0,8.73,0
3884,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,173,119,3,179,36,8.72,0
3885,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,172,118,2,179,21,8.75,0
3886,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,172,117,1,179,14,8.82,0
3887,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,172,116,0,179,10.5,8.9,0
3888,Punjab Kings,Delhi Capitals,Delhi,116,119,3,119,18,5.85,0
3889,Punjab Kings,Delhi Capitals,Delhi,115,118,2,119,12,5.85,0
3890,Punjab Kings,Delhi Capitals,Delhi,114,117,1,119,10,5.85,0
3891,Punjab Kings,Delhi Capitals,Delhi,110,116,0,119,13.5,5.69,0
3892,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,198,125,9,198,0,9.5,0
3893,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,198,124,8,198,0,9.58,0
3894,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,198,123,7,198,0,9.66,0
3895,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,198,122,6,198,0,9.74,0
3896,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,198,121,5,198,0,9.82,0
3897,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,196,119,3,198,12,9.88,0
3898,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,196,118,2,198,6,9.97,0
3899,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,196,117,1,198,4,10.05,0
3900,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,195,116,0,198,4.5,10.09,0
3901,Mumbai Indians,Kolkata Knight Riders,Mumbai,62,119,3,68,36,3.13,1
3902,Mumbai Indians,Kolkata Knight Riders,Mumbai,58,119,2,68,60,2.92,1
3903,Mumbai Indians,Kolkata Knight Riders,Mumbai,57,118,1,68,33,2.9,1
3904,Mumbai Indians,Kolkata Knight Riders,Mumbai,56,117,0,68,24,2.87,1
3905,Sunrisers Hyderabad,Delhi Capitals,Delhi,195,125,9,195,0,9.36,0
3906,Sunrisers Hyderabad,Delhi Capitals,Delhi,184,119,3,195,66,9.28,0
3907,Sunrisers Hyderabad,Delhi Capitals,Delhi,183,118,2,195,36,9.31,0
3908,Sunrisers Hyderabad,Delhi Capitals,Delhi,179,117,1,195,32,9.18,0
3909,Sunrisers Hyderabad,Delhi Capitals,Delhi,175,116,0,195,30,9.05,0
3910,Mumbai Indians,Chennai Super Kings,Mumbai,157,125,9,157,0,7.54,1
3911,Mumbai Indians,Chennai Super Kings,Mumbai,157,124,8,157,0,7.6,1
3912,Mumbai Indians,Chennai Super Kings,Mumbai,149,119,3,157,48,7.51,1
3913,Mumbai Indians,Chennai Super Kings,Mumbai,145,118,2,157,36,7.37,1
3914,Mumbai Indians,Chennai Super Kings,Mumbai,145,117,1,157,24,7.44,1
3915,Mumbai Indians,Chennai Super Kings,Mumbai,145,116,0,157,18,7.5,1
3916,Delhi Capitals,Kolkata Knight Riders,Kolkata,129,119,3,134,30,6.5,0
3917,Delhi Capitals,Kolkata Knight Riders,Kolkata,128,119,2,134,36,6.45,0
3918,Delhi Capitals,Kolkata Knight Riders,Kolkata,124,118,1,134,30,6.31,0
3919,Delhi Capitals,Kolkata Knight Riders,Kolkata,124,117,0,134,20,6.36,0
3920,Punjab Kings,Punjab Kings,Chandigarh,132,119,3,144,72,6.66,0
3921,Punjab Kings,Punjab Kings,Chandigarh,132,119,2,144,72,6.66,0
3922,Punjab Kings,Punjab Kings,Chandigarh,132,118,1,144,36,6.71,0
3923,Punjab Kings,Punjab Kings,Chandigarh,132,117,0,144,24,6.77,0
3924,Rajasthan Royals,Delhi Capitals,Jaipur,157,125,9,157,0,7.54,1
3925,Rajasthan Royals,Delhi Capitals,Jaipur,157,124,8,157,0,7.6,1
3926,Rajasthan Royals,Delhi Capitals,Jaipur,152,119,3,157,30,7.66,1
3927,Rajasthan Royals,Delhi Capitals,Jaipur,150,118,2,157,21,7.63,1
3928,Rajasthan Royals,Delhi Capitals,Jaipur,150,117,1,157,14,7.69,1
3929,Rajasthan Royals,Delhi Capitals,Jaipur,150,116,0,157,10.5,7.76,1
3930,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,205,125,9,205,0,9.84,0
3931,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,205,124,8,205,0,9.92,0
3932,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,205,123,7,205,0,10,0
3933,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,200,119,3,205,30,10.08,0
3934,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,199,118,2,205,18,10.12,0
3935,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,199,117,1,205,12,10.21,0
3936,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,199,116,0,205,9,10.29,0
3937,Punjab Kings,Chennai Super Kings,Chennai,182,125,9,182,0,8.74,0
3938,Punjab Kings,Chennai Super Kings,Chennai,168,119,3,182,84,8.47,0
3939,Punjab Kings,Chennai Super Kings,Chennai,167,118,2,182,45,8.49,0
